SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000182545,0,1,2,0,0,3,0,0
ENSG00000182551,1132,1535,1503,1265,1370,2063,840,1370
ENSG00000182552,544,1192,740,931,690,1430,658,1536
ENSG00000182557,0,1,0,0,0,0,0,0
ENSG00000182565,0,0,0,0,0,0,0,0
ENSG00000182566,0,0,0,0,0,0,0,0
ENSG00000182568,937,567,1119,529,1101,785,788,807
ENSG00000182572,0,0,0,0,0,1,0,0
ENSG00000182574,3,2,1,0,1,1,2,1
ENSG00000182575,141,152,191,347,157,285,214,668
ENSG00000182578,4,6,2,2,4,7,6,5
ENSG00000182580,848,338,632,108,630,319,551,137
ENSG00000182583,0,0,0,0,0,1,0,0
ENSG00000182584,13,23,17,6,12,21,8,20
ENSG00000182585,0,2,0,1,1,0,1,2
ENSG00000182586,2,1,0,1,3,2,0,1
ENSG00000182591,0,0,0,0,0,0,0,0
ENSG00000182600,13,10,5,6,10,10,10,6
ENSG00000182601,0,0,0,0,0,0,0,0
ENSG00000182606,1257,983,1665,902,1763,2259,1170,1222
ENSG00000182611,2,0,1,0,1,1,2,3
ENSG00000182612,41,35,56,18,169,142,21,21
ENSG00000182613,0,0,0,0,0,0,0,0
ENSG00000182621,335,174,316,105,474,304,333,221
ENSG00000182625,7,5,14,7,13,15,8,8
ENSG00000182628,452,320,595,281,532,504,391,294
ENSG00000182631,0,0,1,0,0,0,0,0
ENSG00000182632,4,1,5,0,8,17,3,1
ENSG00000182634,0,0,0,0,0,0,0,0
ENSG00000182636,1957,1669,1494,714,1480,1593,1644,1405
ENSG00000182645,0,0,0,0,0,0,0,0
ENSG00000182646,644,664,702,407,665,852,581,541
ENSG00000182648,10,7,23,19,21,24,18,13
ENSG00000182652,0,0,0,0,0,0,0,0
ENSG00000182667,121,72,268,65,278,262,178,108
ENSG00000182670,7498,3833,9250,3883,8797,7782,7752,5364
ENSG00000182674,22,5,17,1,4,0,4,1
ENSG00000182676,0,1,1,1,0,1,0,1
ENSG00000182685,24,34,23,33,24,29,17,46
ENSG00000182687,0,1,1,0,2,1,1,0
ENSG00000182698,0,0,0,0,0,0,0,0
ENSG00000182700,294,353,392,325,427,533,334,369
ENSG00000182704,715,1383,642,512,932,1886,659,1619
ENSG00000182707,0,0,0,0,0,0,0,0
ENSG00000182712,0,0,0,0,0,0,0,0
ENSG00000182718,19418,28525,25846,22818,21588,38325,17438,29095
ENSG00000182722,1,0,0,0,0,2,0,1
ENSG00000182732,10,0,11,1,11,3,7,2
ENSG00000182742,270,282,350,225,258,259,256,353
ENSG00000182747,0,0,0,0,0,0,0,1
ENSG00000182749,331,355,467,251,443,641,340,363
ENSG00000182752,4918,6200,4723,2079,10872,20760,2222,4199
ENSG00000182759,0,1,0,0,0,1,0,3
ENSG00000182768,505,366,458,225,410,479,390,305
ENSG00000182771,78,48,17,8,3,8,1,0
ENSG00000182774,5535,5560,4044,2593,3515,4616,3355,3092
ENSG00000182776,0,0,0,1,0,0,0,0
ENSG00000182782,0,0,1,1,1,0,0,1
ENSG00000182783,0,0,0,0,0,0,0,0
ENSG00000182791,7,2,2,1,7,6,7,8
ENSG00000182793,0,0,0,0,0,0,0,0
ENSG00000182795,0,0,3,1,0,0,0,4
ENSG00000182796,543,661,581,440,562,684,441,715
ENSG00000182798,0,0,1,0,2,0,1,0
ENSG00000182809,685,963,767,634,620,1186,617,1047
ENSG00000182810,100,81,90,60,103,142,93,109
ENSG00000182814,1,1,4,1,3,4,0,3
ENSG00000182816,0,0,0,0,0,0,0,0
ENSG00000182824,0,0,0,0,0,0,0,0
ENSG00000182827,1264,1131,1299,920,1482,1859,1131,1146
ENSG00000182831,969,850,1030,712,1118,1268,888,955
ENSG00000182836,1,20,3,7,4,157,11,33
ENSG00000182841,158,128,163,74,157,209,113,107
ENSG00000182851,0,0,0,0,0,0,0,0
ENSG00000182853,8,15,11,4,2,8,14,8
ENSG00000182854,0,1,0,0,0,0,0,0
ENSG00000182858,315,252,274,125,263,378,210,181
ENSG00000182866,1,0,0,0,1,0,0,1
ENSG00000182870,0,0,0,1,2,1,0,0
ENSG00000182871,2156,2345,1703,1107,2643,4184,1836,2786
ENSG00000182872,643,580,813,404,885,1058,532,546
ENSG00000182873,24,17,48,16,41,53,24,24
ENSG00000182885,0,0,0,0,0,0,0,0
ENSG00000182888,0,0,0,0,0,0,0,0
ENSG00000182890,309,307,285,209,247,363,223,347
ENSG00000182896,0,0,2,2,0,2,0,0
ENSG00000182898,0,0,0,0,0,0,0,0
ENSG00000182899,6487,5825,6451,3642,5902,6865,4619,4464
ENSG00000182901,31,7,16,6,148,107,47,72
ENSG00000182902,9,12,7,10,12,14,8,13
ENSG00000182903,207,185,328,182,417,433,242,276
ENSG00000182909,74,75,93,47,67,91,51,67
ENSG00000182912,12,9,27,15,25,30,8,15
ENSG00000182916,511,301,495,233,622,450,413,295
ENSG00000182919,392,320,510,305,552,620,382,419
ENSG00000182921,1,0,0,0,0,0,0,0
ENSG00000182923,537,496,634,373,688,792,432,508
ENSG00000182931,4,3,3,1,2,0,2,0
ENSG00000182934,2896,2642,3741,2127,3837,4832,2526,2601
ENSG00000182938,0,0,0,0,0,0,0,0
ENSG00000182944,3682,3988,4502,2875,4499,5928,2927,3587
ENSG00000182950,7,4,15,0,9,3,7,7
ENSG00000182952,790,818,927,661,894,1220,772,1022
ENSG00000182957,548,277,509,220,725,684,556,358
ENSG00000182963,498,310,423,208,529,510,353,310
ENSG00000182965,0,0,0,0,0,1,0,0
ENSG00000182968,0,0,0,0,0,0,0,0
ENSG00000182973,308,248,337,212,349,380,251,267
ENSG00000182974,0,0,0,0,0,0,0,0
ENSG00000182979,934,866,1006,522,1132,1328,794,956
ENSG00000182983,77,80,151,66,105,127,99,84
ENSG00000182985,386,102,209,48,59,49,93,37
ENSG00000182986,297,227,488,220,471,544,316,263
ENSG00000182993,22,17,28,21,22,16,33,27
ENSG00000183010,356,175,371,105,302,355,249,121
ENSG00000183011,382,423,461,222,398,564,296,316
ENSG00000183016,0,1,0,0,0,0,1,0
ENSG00000183018,3,4,9,1,11,8,9,1
ENSG00000183019,0,0,0,0,0,0,0,0
ENSG00000183020,1602,1505,1707,847,2065,2335,1549,1793
ENSG00000183022,6,4,2,1,9,11,4,6
ENSG00000183023,980,330,1503,553,1161,885,1331,781
ENSG00000183024,0,0,0,0,0,0,0,0
ENSG00000183032,1,6,7,3,7,9,8,8
ENSG00000183034,0,0,0,0,0,0,0,0
ENSG00000183035,0,0,0,0,0,0,0,0
ENSG00000183036,0,0,0,0,0,0,0,0
ENSG00000183038,0,1,0,0,0,0,0,0
ENSG00000183044,302,635,352,453,375,916,297,676
ENSG00000183048,16,12,11,4,10,22,8,7
ENSG00000183049,384,165,496,191,494,327,345,217
ENSG00000183054,1040,855,1418,727,1804,1723,1232,1046
ENSG00000183055,9,5,8,7,8,8,3,9
ENSG00000183060,95,103,138,85,132,126,123,148
ENSG00000183066,4,8,18,4,13,9,8,6
ENSG00000183067,0,0,0,0,0,0,0,0
ENSG00000183072,0,0,0,0,0,0,0,0
ENSG00000183077,215,225,347,227,342,529,211,298
ENSG00000183086,109,83,131,88,211,289,112,194
ENSG00000183087,5230,6024,12654,7672,19351,32836,6505,8668
ENSG00000183090,0,1,2,2,0,0,2,0
ENSG00000183091,14,9,19,10,30,32,14,14
ENSG00000183092,11,1,10,1,3,0,11,1
ENSG00000183098,2904,2085,5606,3083,3214,5248,4925,5159
ENSG00000183103,0,0,0,0,0,0,0,0
ENSG00000183111,178,72,370,123,197,245,262,164
ENSG00000183114,1,1,1,0,0,0,0,0
ENSG00000183117,21,12,0,0,2,1,3,1
ENSG00000183122,0,0,0,0,0,0,0,0
ENSG00000183128,0,0,0,0,0,0,0,2
ENSG00000183130,0,0,0,0,0,0,0,0
ENSG00000183134,34,60,42,25,3,5,12,25
ENSG00000183137,244,190,276,135,255,238,228,192
ENSG00000183145,1,0,0,0,1,0,0,0
ENSG00000183146,0,0,0,0,0,0,0,0
ENSG00000183148,1,2,4,0,1,0,4,0
ENSG00000183150,2,1,3,1,0,1,2,4
ENSG00000183153,5,2,7,1,2,6,6,6
ENSG00000183154,1,8,2,12,4,10,9,16
ENSG00000183155,162,154,185,143,176,252,153,159
ENSG00000183160,4483,1520,5149,1205,4593,2990,3594,1626
ENSG00000183161,113,87,151,65,123,149,101,98
ENSG00000183166,0,0,0,0,0,0,0,0
ENSG00000183169,3,4,20,9,8,113,7,9
ENSG00000183171,12,7,7,7,12,13,3,13
ENSG00000183172,228,174,230,144,185,259,222,208
ENSG00000183185,0,0,0,0,0,0,0,0
ENSG00000183186,0,0,1,0,1,2,0,0
ENSG00000183196,1,0,1,0,1,0,0,0
ENSG00000183199,183,140,188,104,192,182,130,105
ENSG00000183206,0,0,0,0,0,0,0,0
ENSG00000183207,749,758,789,442,780,1219,548,639
ENSG00000183208,20,13,40,17,29,29,15,26
ENSG00000183214,0,0,0,0,0,0,0,0
ENSG00000183230,0,0,1,0,2,1,0,1
ENSG00000183239,0,0,0,0,0,1,1,0
ENSG00000183242,0,0,0,0,0,0,1,0
ENSG00000183246,25,16,19,9,6,16,14,11
ENSG00000183248,0,0,3,0,1,0,1,2
ENSG00000183249,0,0,0,0,0,0,0,0
ENSG00000183250,28,20,58,25,49,79,38,33
ENSG00000183251,0,0,1,0,0,0,0,0
ENSG00000183255,5647,5236,7951,5829,8087,11697,5537,8323
ENSG00000183258,1077,874,1193,548,1232,1980,851,819
ENSG00000183260,34,24,67,22,50,63,52,64
ENSG00000183269,0,0,0,0,0,0,0,0
ENSG00000183273,0,1,0,0,0,0,0,0
ENSG00000183281,35,49,78,49,60,88,58,58
ENSG00000183283,3155,2974,3799,2264,4112,4905,2942,3335
ENSG00000183287,4696,5729,6129,5592,5187,8975,5315,8872
ENSG00000183291,2954,2746,3101,2841,3105,4961,2644,3499
ENSG00000183292,0,0,0,0,0,0,1,0
ENSG00000183298,1870,1672,1235,650,814,895,716,659
ENSG00000183303,0,0,0,0,0,0,0,0
ENSG00000183304,0,0,0,0,0,0,0,0
ENSG00000183305,0,0,0,0,0,0,0,0
ENSG00000183307,10,6,5,4,10,10,9,11
ENSG00000183308,0,0,0,0,0,0,0,0
ENSG00000183309,460,397,604,278,536,556,482,432
ENSG00000183310,0,0,0,0,0,0,0,0
ENSG00000183311,0,0,0,0,0,0,0,0
ENSG00000183313,0,0,0,0,0,0,0,0
ENSG00000183317,0,1,2,1,0,1,3,4
ENSG00000183318,0,0,0,0,0,0,0,0
ENSG00000183323,162,125,235,129,128,145,181,157
ENSG00000183324,0,0,0,0,0,0,0,0
ENSG00000183336,0,0,0,0,0,0,0,0
ENSG00000183337,581,454,634,253,703,929,481,511
ENSG00000183340,410,304,441,222,416,520,370,317
ENSG00000183346,28,8,72,31,32,44,67,27
ENSG00000183347,0,0,2,0,0,0,0,1
ENSG00000183354,759,567,848,405,1007,1032,679,696
ENSG00000183378,1,2,0,2,3,12,6,3
ENSG00000183379,1,0,2,0,0,2,0,2
ENSG00000183385,0,0,0,0,0,0,0,0
ENSG00000183386,412,388,386,237,463,755,411,415
ENSG00000183389,0,0,0,0,0,0,0,0
ENSG00000183395,6,0,0,0,2,1,3,0
ENSG00000183396,1,1,1,0,0,3,0,0
ENSG00000183397,56,72,58,17,48,106,46,77
ENSG00000183401,209,151,262,137,237,227,197,125
ENSG00000183405,1671,1557,1810,986,2060,2561,1281,1270
ENSG00000183421,0,0,0,0,1,0,0,0
ENSG00000183423,0,1,3,1,0,4,5,0
ENSG00000183426,978,1088,1445,1006,1174,1620,1126,1325
ENSG00000183431,1101,1139,1300,814,1392,1732,1099,1312
ENSG00000183432,0,0,0,0,0,0,0,0
ENSG00000183434,0,0,0,0,0,0,0,0
ENSG00000183439,22,21,15,19,8,18,13,10
ENSG00000183444,26,27,68,20,90,96,39,25
ENSG00000183454,14,1,4,0,9,0,18,1
ENSG00000183458,1515,1486,1443,788,1214,2268,1578,2161
ENSG00000183461,0,0,0,0,0,0,0,0
ENSG00000183463,0,0,0,0,0,0,0,0
ENSG00000183470,0,0,0,0,0,0,0,0
ENSG00000183473,0,0,2,0,2,4,9,1
ENSG00000183474,796,731,732,422,859,1169,561,554
ENSG00000183475,340,272,380,258,395,442,330,401
ENSG00000183476,4,1,12,1,3,4,2,2
ENSG00000183479,26,23,23,10,27,25,30,19
ENSG00000183484,13,2,4,3,13,5,16,9
ENSG00000183486,95,59,114,67,41,54,56,90
ENSG00000183495,1374,1012,1563,736,1700,2043,1243,1136
ENSG00000183496,405,139,221,27,277,94,203,67
ENSG00000183504,0,0,0,0,0,1,0,0
ENSG00000183506,843,719,921,420,792,844,592,652
ENSG00000183508,174,19,204,13,186,67,103,18
ENSG00000183513,427,360,421,245,420,462,349,335
ENSG00000183514,0,0,0,0,0,0,0,0
ENSG00000183520,461,407,473,311,618,667,345,385
ENSG00000183527,274,265,314,195,400,415,305,261
ENSG00000183530,584,509,664,488,678,1046,547,674
ENSG00000183531,0,0,0,0,0,0,0,0
ENSG00000183535,0,2,1,0,0,3,0,0
ENSG00000183542,0,0,0,0,0,0,0,0
ENSG00000183549,0,0,1,0,0,0,0,0
ENSG00000183558,155,276,253,147,311,320,213,334
ENSG00000183559,0,0,0,0,0,0,0,0
ENSG00000183560,0,0,0,0,0,1,1,0
ENSG00000183562,2,2,2,2,1,3,2,1
ENSG00000183566,0,0,0,0,0,0,0,0
ENSG00000183569,37,36,34,23,35,38,30,19
ENSG00000183570,126,404,161,241,17,38,77,350
ENSG00000183571,0,0,0,0,1,0,0,0
ENSG00000183574,0,0,0,0,0,0,0,0
ENSG00000183576,971,880,917,718,971,1217,803,1010
ENSG00000183578,612,666,523,430,300,497,603,809
ENSG00000183579,130,149,177,111,152,229,132,177
ENSG00000183580,618,882,615,557,706,716,396,775
ENSG00000183586,0,0,1,0,2,0,0,0
ENSG00000183597,193,150,263,141,248,313,205,226
ENSG00000183598,4,2,3,5,6,11,7,7
ENSG00000183604,473,379,503,260,479,647,448,491
ENSG00000183605,72,69,88,61,116,132,103,103
ENSG00000183607,0,0,0,0,0,0,0,0
ENSG00000183615,44,31,83,41,43,50,32,34
ENSG00000183617,187,165,240,130,220,347,170,179
ENSG00000183621,344,452,480,464,445,774,357,673
ENSG00000183624,330,339,363,258,356,422,327,359
ENSG00000183625,3,0,4,0,5,2,5,3
ENSG00000183628,132,174,92,90,110,164,94,115
ENSG00000183629,4,0,1,2,4,3,5,0
ENSG00000183631,0,0,0,0,0,0,0,0
ENSG00000183632,3,4,0,0,32,14,1,1
ENSG00000183638,1,0,1,0,0,0,0,0
ENSG00000183640,0,0,0,0,0,0,0,0
ENSG00000183643,0,0,0,0,0,0,0,0
ENSG00000183644,4,8,16,18,4,17,3,14
ENSG00000183647,43,54,57,16,51,52,50,48
ENSG00000183648,520,415,545,288,498,617,428,397
ENSG00000183653,0,0,0,0,0,0,0,0
ENSG00000183654,0,1,0,0,0,0,0,0
ENSG00000183655,132,167,117,105,138,228,72,150
ENSG00000183657,0,1,2,0,1,1,1,0
ENSG00000183662,2,1,2,2,1,0,3,6
ENSG00000183663,0,0,0,0,0,0,0,0
ENSG00000183665,124,109,145,88,138,153,109,105
ENSG00000183666,142,100,148,52,150,136,125,91
ENSG00000183668,13,3,77,46,33,15,2,0
ENSG00000183671,294,358,492,396,298,347,211,388
ENSG00000183674,0,0,0,0,0,0,0,0
ENSG00000183675,2,1,16,1,4,1,8,2
ENSG00000183678,0,0,0,0,0,0,0,0
ENSG00000183682,4,4,4,1,7,4,3,3
ENSG00000183684,406,386,436,224,427,625,318,316
ENSG00000183688,840,1270,710,800,1087,1893,982,1746
ENSG00000183690,25,35,34,31,30,59,13,13
ENSG00000183691,3,9,7,6,2,19,1,8
ENSG00000183695,0,0,0,0,0,0,0,0
ENSG00000183696,171,46,101,23,203,192,153,58
ENSG00000183704,0,0,0,0,0,0,0,0
ENSG00000183706,0,0,0,0,0,0,0,0
ENSG00000183709,0,0,0,0,0,0,0,0
ENSG00000183715,4,1,8,2,4,4,0,3
ENSG00000183718,136,156,142,100,132,159,113,135
ENSG00000183722,2181,3261,2752,2607,2884,4833,2117,3693
ENSG00000183723,356,439,478,464,467,1240,328,548
ENSG00000183726,1722,2437,2124,2229,2595,4499,1688,2722
ENSG00000183729,0,1,0,0,0,0,0,0
ENSG00000183733,0,0,0,0,0,0,0,0
ENSG00000183734,0,0,0,0,1,0,0,0
ENSG00000183735,710,582,786,485,848,980,543,628
ENSG00000183741,4137,3151,4001,2355,3586,4685,4236,3878
ENSG00000183742,3,4,17,3,11,7,4,5
ENSG00000183747,0,0,0,0,0,0,0,0
ENSG00000183748,0,5,0,0,0,3,0,3
ENSG00000183751,542,453,477,232,488,730,352,428
ENSG00000183753,0,0,0,0,0,0,0,0
ENSG00000183760,3,0,2,1,1,5,0,1
ENSG00000183762,2572,1755,3580,1515,2583,2452,2056,2228
ENSG00000183763,37,23,40,15,35,27,41,17
ENSG00000183765,245,221,283,132,334,245,191,131
ENSG00000183770,1,1,2,0,0,0,2,2
ENSG00000183773,10,12,8,7,9,8,11,17
ENSG00000183775,120,37,104,18,96,120,105,48
ENSG00000183778,0,0,2,0,1,0,0,0
ENSG00000183779,1104,2048,1311,1040,939,967,1135,1411
ENSG00000183780,0,0,0,0,1,4,0,0
ENSG00000183783,0,0,0,0,1,0,0,0
ENSG00000183784,0,0,1,0,1,0,1,1
ENSG00000183785,0,0,3,1,2,4,0,0
ENSG00000183791,0,0,1,1,1,3,2,3
ENSG00000183793,871,985,1203,876,951,1289,914,1059
ENSG00000183795,0,0,0,0,0,0,0,0
ENSG00000183798,1,2,6,2,3,4,5,5
ENSG00000183801,1529,790,2466,727,1741,763,2070,1066
ENSG00000183807,2,5,1,1,11,24,6,10
ENSG00000183808,306,224,340,214,336,526,302,287
ENSG00000183813,0,0,0,0,0,1,0,0
ENSG00000183814,53,18,52,25,64,46,62,46
ENSG00000183822,0,0,0,0,0,0,0,0
ENSG00000183826,425,411,545,386,518,716,474,545
ENSG00000183828,97,56,121,47,69,89,93,59
ENSG00000183831,19,2,26,1,44,29,29,9
ENSG00000183833,13,14,7,3,5,3,9,10
ENSG00000183837,18,10,16,4,15,11,14,3
ENSG00000183840,4,7,14,5,7,13,1,10
ENSG00000183844,0,0,0,0,0,0,0,0
ENSG00000183850,5,1,4,2,5,0,2,5
ENSG00000183853,6492,4705,7408,3971,9790,10155,6863,6336
ENSG00000183856,69,31,41,27,30,27,39,40
ENSG00000183862,0,0,0,0,0,0,0,0
ENSG00000183864,2350,2521,2271,1837,2281,2991,1979,2589
ENSG00000183873,57,34,158,300,33,103,230,442
ENSG00000183876,262,94,372,56,532,213,139,33
ENSG00000183878,330,223,355,167,411,382,0,0
ENSG00000183888,0,1,0,0,0,0,0,0
ENSG00000183889,1208,1406,1815,1312,1493,1977,1419,1622
ENSG00000183891,79,96,66,72,54,78,57,84
ENSG00000183900,0,0,0,0,0,0,0,0
ENSG00000183908,0,0,0,0,0,0,0,0
ENSG00000183909,0,0,0,0,0,0,0,0
ENSG00000183911,0,1,0,0,0,2,1,0
ENSG00000183914,6,3,6,2,2,6,4,7
ENSG00000183918,0,0,2,2,0,0,0,2
ENSG00000183921,1,3,3,0,3,0,0,2
ENSG00000183929,7,7,11,6,4,9,6,11
ENSG00000183935,105,75,154,57,171,141,70,60
ENSG00000183938,0,0,0,0,0,0,0,0
ENSG00000183941,173,132,222,78,243,172,169,124
ENSG00000183943,235,199,312,143,292,334,226,211
ENSG00000183955,1231,1030,1564,729,1378,1068,1145,987
ENSG00000183960,3,4,1,1,19,10,2,1
ENSG00000183963,2244,972,2184,567,1929,1544,1394,735
ENSG00000183971,4,1,1,0,4,5,2,2
ENSG00000183977,4,1,6,1,4,7,6,7
ENSG00000183978,385,454,485,245,507,608,365,381
ENSG00000183979,0,0,0,0,0,0,0,0
ENSG00000183981,0,0,0,0,0,0,0,0
ENSG00000184005,20,13,9,11,13,14,18,40
ENSG00000184007,3425,3882,4104,2896,4441,5962,3344,3924
ENSG00000184009,41839,47183,53372,48163,39041,90083,41959,60075
ENSG00000184012,0,0,0,0,1,0,0,0
ENSG00000184014,3221,3230,3838,2296,3869,5221,3100,3713
ENSG00000184022,0,0,0,0,0,0,0,0
ENSG00000184029,0,0,0,0,0,0,0,0
ENSG00000184032,0,0,0,0,0,0,0,0
ENSG00000184033,0,0,0,0,0,0,0,0
ENSG00000184040,6,3,0,6,0,1,2,3
ENSG00000184047,64,45,87,36,82,87,57,66
ENSG00000184055,0,0,0,0,0,0,0,0
ENSG00000184056,284,251,356,170,288,379,212,214
ENSG00000184058,7,3,1,0,1,5,9,8
ENSG00000184060,12,8,24,11,17,24,28,10
ENSG00000184068,18,14,35,15,28,25,18,18
ENSG00000184076,694,611,720,459,748,888,523,557
ENSG00000184083,366,382,485,375,380,616,416,523
ENSG00000184084,0,0,2,1,0,3,0,0
ENSG00000184100,147,122,204,98,223,258,121,131
ENSG00000184106,5,3,1,0,26,10,0,0
ENSG00000184108,0,0,0,0,0,0,0,0
ENSG00000184110,12197,10070,8906,4266,9585,10004,5270,5294
ENSG00000184111,0,0,0,1,0,0,0,0
ENSG00000184113,0,0,3,0,0,0,2,1
ENSG00000184115,0,0,0,1,2,2,0,0
ENSG00000184117,718,576,831,374,891,899,499,470
ENSG00000184139,22,7,19,10,65,68,24,19
ENSG00000184140,0,0,0,0,0,0,0,0
ENSG00000184144,1,0,2,0,0,0,0,0
ENSG00000184148,0,0,0,0,0,0,0,0
ENSG00000184154,137,100,217,93,172,165,132,144
ENSG00000184155,0,0,0,0,0,0,0,0
ENSG00000184156,8,27,6,7,4,36,3,42
ENSG00000184160,1,5,1,2,3,15,0,0
ENSG00000184162,50,65,44,39,62,104,46,64
ENSG00000184163,9,9,19,8,7,17,15,17
ENSG00000184164,1215,802,966,341,761,1244,491,501
ENSG00000184166,0,0,0,0,0,0,0,0
ENSG00000184178,330,284,341,174,280,309,327,264
ENSG00000184182,157,164,235,139,206,263,184,180
ENSG00000184185,36,62,42,47,27,57,24,46
ENSG00000184188,0,2,1,0,0,0,0,0
ENSG00000184194,94,69,155,65,220,180,121,61
ENSG00000184203,682,610,913,633,791,943,624,728
ENSG00000184205,774,669,1170,399,1013,643,800,579
ENSG00000184206,336,387,613,344,507,549,398,446
ENSG00000184207,131,121,123,85,152,205,80,117
ENSG00000184208,449,338,584,309,480,560,378,398
ENSG00000184209,213,183,225,133,238,308,142,161
ENSG00000184210,0,0,0,0,0,0,2,0
ENSG00000184216,2915,2495,2111,1494,2765,4760,2027,2423
ENSG00000184220,152,154,150,115,196,271,141,151
ENSG00000184221,0,0,0,0,0,0,0,0
ENSG00000184224,0,1,1,1,1,2,4,0
ENSG00000184226,12,29,35,20,28,71,26,20
ENSG00000184227,183,292,174,153,141,421,154,239
ENSG00000184232,1675,1545,1276,800,1332,1021,1118,774
ENSG00000184247,0,0,0,0,0,0,0,0
ENSG00000184254,755,350,1222,349,292,163,906,427
ENSG00000184258,19,40,58,14,84,90,38,47
ENSG00000184260,6,14,10,4,10,18,7,12
ENSG00000184261,2,3,2,0,3,0,1,0
ENSG00000184270,0,0,0,1,0,0,0,0
ENSG00000184271,292,217,364,174,382,308,300,260
ENSG00000184274,1,1,0,1,0,0,0,0
ENSG00000184276,0,0,0,0,0,0,0,0
ENSG00000184277,550,541,685,383,562,620,455,526
ENSG00000184281,403,366,371,208,319,489,258,306
ENSG00000184292,9,30,24,8,27,37,28,33
ENSG00000184293,0,0,0,0,0,0,2,0
ENSG00000184302,0,0,0,0,0,0,0,0
ENSG00000184303,0,1,0,0,0,0,0,0
ENSG00000184304,624,867,690,680,585,1257,612,929
ENSG00000184305,0,0,0,0,0,1,0,2
ENSG00000184307,29,70,44,132,63,226,65,173
ENSG00000184313,0,0,0,1,0,1,4,1
ENSG00000184319,874,534,1154,425,1208,1193,726,511
ENSG00000184321,0,0,0,0,0,0,0,0
ENSG00000184324,0,0,0,0,0,0,0,0
ENSG00000184330,0,0,0,0,0,0,0,0
ENSG00000184343,24,14,51,20,118,135,11,12
ENSG00000184344,0,0,0,0,0,0,0,0
ENSG00000184345,0,0,0,0,0,0,0,0
ENSG00000184347,14720,11098,21049,9876,10170,12279,14678,15075
ENSG00000184348,4,4,9,3,4,9,3,3
ENSG00000184349,254,228,287,151,183,284,208,282
ENSG00000184350,0,0,1,0,3,1,0,0
ENSG00000184351,0,0,0,0,0,0,0,0
ENSG00000184357,0,2,1,0,0,0,0,0
ENSG00000184361,0,1,1,0,2,1,2,0
ENSG00000184363,2,2,6,2,9,11,7,5
ENSG00000184368,6,2,9,10,0,1,7,1
ENSG00000184371,3060,3070,2952,2173,2945,4261,2370,3946
ENSG00000184374,19,4,39,10,34,25,16,10
ENSG00000184378,43,75,105,42,78,95,88,84
ENSG00000184381,289,335,327,223,308,339,292,374
ENSG00000184384,994,863,1249,701,1287,1547,911,1191
ENSG00000184385,0,0,0,0,0,0,0,0
ENSG00000184388,0,0,1,0,0,0,0,0
ENSG00000184389,0,0,0,0,1,1,0,0
ENSG00000184394,0,0,0,0,0,0,0,0
ENSG00000184402,218,205,287,117,273,237,209,192
ENSG00000184408,24,9,31,9,269,61,39,19
ENSG00000184414,0,0,0,0,0,1,0,1
ENSG00000184423,0,0,0,0,0,0,0,0
ENSG00000184428,302,259,299,154,266,332,247,264
ENSG00000184432,4721,3660,5355,2791,5558,7011,3861,3477
ENSG00000184434,5,2,3,1,1,2,2,0
ENSG00000184436,276,183,296,133,322,326,268,246
ENSG00000184441,57,39,54,22,43,73,28,30
ENSG00000184445,232,191,248,146,186,207,229,249
ENSG00000184451,21,22,49,10,20,25,27,19
ENSG00000184454,0,1,0,1,0,0,0,0
ENSG00000184459,2,0,0,0,0,0,1,0
ENSG00000184465,556,369,657,238,533,496,399,302
ENSG00000184470,283,281,381,225,373,570,231,288
ENSG00000184471,0,0,0,0,0,0,0,0
ENSG00000184478,0,0,0,0,0,0,0,0
ENSG00000184481,545,453,621,428,760,779,510,614
ENSG00000184486,0,0,0,0,1,0,0,1
ENSG00000184489,44,24,47,26,34,46,24,9
ENSG00000184490,0,0,0,0,0,0,0,0
ENSG00000184492,4,0,4,4,4,5,2,3
ENSG00000184494,0,0,0,0,0,0,0,0
ENSG00000184497,21,27,33,28,26,34,19,25
ENSG00000184500,1365,1205,1206,945,819,1204,1293,1528
ENSG00000184502,0,0,0,0,0,0,0,0
ENSG00000184507,1,0,0,0,0,0,0,0
ENSG00000184508,45,37,58,23,50,46,37,34
ENSG00000184515,0,0,0,0,0,0,0,1
ENSG00000184517,224,138,241,99,273,210,176,136
ENSG00000184523,0,0,1,0,1,2,0,0
ENSG00000184524,46,46,48,22,60,71,42,26
ENSG00000184530,13,14,10,8,16,10,11,12
ENSG00000184544,0,0,0,0,0,0,0,0
ENSG00000184545,30,16,25,8,58,11,10,1
ENSG00000184551,13,4,14,8,13,30,11,8
ENSG00000184557,1464,1222,1425,638,1515,1692,821,893
ENSG00000184560,0,1,1,0,1,0,0,0
ENSG00000184564,61,9,41,1,184,32,53,3
ENSG00000184566,0,0,0,0,0,0,0,0
ENSG00000184571,0,0,0,0,0,1,0,0
ENSG00000184574,0,0,0,0,2,0,0,0
ENSG00000184575,4160,2630,4559,1878,4727,3938,4267,2350
ENSG00000184584,895,834,1432,1292,995,2230,1009,1467
ENSG00000184586,0,0,0,0,0,0,0,0
ENSG00000184588,324,252,182,60,579,762,82,98
ENSG00000184596,5,4,7,3,5,5,5,6
ENSG00000184599,2,0,2,1,4,0,2,0
ENSG00000184601,0,0,0,0,0,0,0,0
